title,doi,pubmedid,date,authors,subject,venue,article_type,country,paywall,notes,other_article_info,retraction_reasons,retraction_date,retraction_notice_type,retraction_notice_doi
Feature AHP Method Used for Excellent Students Evaluation,,,05/10/2010,Jian Yao,(B/T) Technology; (HUM) Architecture; (PHY) Mathematics; (SOC) Education; ,"2010 International Conference on Optics, Photonics and Energy Engineering (OPEE) ---IEEE: Institute of Electrical and Electronics Engineers",Conference Abstract/Paper,China,No,,"Faculty of Architectural, Civil Engineering and Environment, Ningbo University, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,07/12/2010,Retraction,; 10.1109/OPEE.2010.5508012
Research on practical teaching system of fashion subject and educational pattern of enterprise base,10.1109/OPEE.2010.5508083,,05/10/2010,Fanglong Zhu; Kejing Li,(HUM) Arts - General; (SOC) Education; ,"2010 International Conference on Optics, Photonics and Energy Engineering (OPEE) ---IEEE: Institute of Electrical and Electronics Engineers",Conference Abstract/Paper,China,No,,"Department of Clothing, Zhongyuan University of Technology, Zhengzhou City, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,07/12/2010,Retraction,; 10.1109/OPEE.2010.5508083
The Cultural Art of the Hezhe Ethnic Group Melts into the Course in the Art Teaching Theory,,,05/10/2010,Wang Rui; Tian Li-hua,(HUM) Arts - General; (PHY) Mathematics; (SOC) Education; ,"2010 International Conference on Optics, Photonics and Energy Engineering (OPEE) ---IEEE: Institute of Electrical and Electronics Engineers",Conference Abstract/Paper,China,No,,"Social Science Journal Editorial Board, Jiamusi University, China School of Arts, Jiamusi University, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,07/12/2010,Retraction,; 10.1109/OPEE.2010.5507969
Study on therapeutic effect of music therapy on patients with dental anxiety of college students,10.1109/EDT.2010.5496628,,04/17/2010,Pu Cheng; Rong Chen,(HSC) Medicine - Dentistry; (HSC) Medicine - Rehabilitation/Therapy; (HUM) Arts - Music; ,2010 International Conference on E-Health Networking Digital Ecosystems and Technologies (EDT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Hospital, Shijiazhuang Railway Institute, Shijiazhuang, 050043, Hebei, China Institutes of Zhongshan, university of electronic science and technology of china, 528402, Guangdong, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,06/28/2010,Retraction,; 10.1109/EDT.2010.5496628
A Mortgage Assessment System Based on Subsumption Architecture,,,04/16/2010,Xu Yisong; Mo Yufeng,(B/T) Business - Economics; (B/T) Business - Management; (HUM) Architecture; (PHY) Mathematics; ,2010 2nd International Conference on Computer Engineering and Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Public Affairs, Guilin University of Electronic Technology, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,06/17/2010,Retraction,; 10.1109/ICCET.2010.5486122
Research on Digital Architecture Design,,,04/16/2010,Xia Zhao; Huiqing Yang; Xiujun Nie,(HUM) Architecture; (PHY) Mathematics; (SOC) Education; ,2010 2nd International Conference on Computer Engineering and Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Navigation Department, Binzhou Vocational College, China Department of Building and Art and Design, Binzhou Vocational College, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,06/17/2010,Retraction,; 10.1109/ICCET.2010.5485715
Study on Typical Architectural Glasses Impacted by Blast,,,04/16/2010,Lei Li; Er Feng An; Jun Yang,(B/T) Technology; (HUM) Architecture; (PHY) Mathematics; ,2010 2nd International Conference on Computer Engineering and Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, 100081, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,06/17/2010,Retraction,; 10.1109/ICCET.2010.5486172
The evolution and historical role of examination system in ancient China,10.1109/ICCET.2010.5486054,,04/16/2010,Xie Li-zhi,(HUM) History - Asia; (SOC) Education; ,2010 2nd International Conference on Computer Engineering and Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Graduate School, Jiangxi University of Finance and Economic, Nan Chang City, 330013, China School of Economics and Management, Nanchang Hangkong University, 330013, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,06/17/2010,Retraction,; 10.1109/ICCET.2010.5486054
The research of analysis and designing for History- Educational Games,10.1109/ICCET.2010.5485551,,04/16/2010,Ling He; Xiaoqiang Hu; Xianmei Jiang,(B/T) Technology; (HUM) History - General; (SOC) Education; (SOC) Sports and Recreation; ,2010 2nd International Conference on Computer Engineering and Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Digital Media Technology Department, Communication and Electronic College, Jiangxi Science and Technique Normal University, Nanchang, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,06/17/2010,Retraction,; 10.1109/ICCET.2010.5485551
Slavery and medicine in the Caribbean at the end of the Ancien Régime,10.1080/03071020802410312,,02/25/2010,José María Aguilera-Manzano,(HSC) Medicine - General; (HUM) History - North America; ,Social History ---Taylor and Francis,Research Article,United States,No,,"Florida International University, Miami, Florida",euphemisms for plagiarism; plagiarism of article,05/17/2010,Retraction,; 10.1080/03071021003729971
An Analysis of a Genre Set in RA Abstracts and Introductions in Different Disciplines,10.1109/ETCS.2010.125,,03/06/2010,Han Ping; Wei Qingqing; Liu Yuying; Zhu Zhengyu,(B/T) Computer Science; (HUM) Arts -Literature/Poetry; ,2010 Second International Workshop on Education Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Foreign Languages, Chongqing University, Chongqing, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,05/06/2010,Retraction,; 10.1109/ETCS.2010.125
Application of digital technology in art-design education,10.1109/ETCS.2010.329,,03/06/2010,Zhang Meng,(B/T) Technology; (HUM) Arts - General; (SOC) Education; ,2010 2nd International Conference on Education Technology and Computer (ICETC) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Academy of Arts, Huangshi Institute of Technology, Huangshi, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,05/06/2010,Retraction,; 10.1109/ETCS.2010.329
C++ Teaching Guided by System Theory and Practice Theory in Philosophy,10.1109/ETCS.2010.561,,03/06/2010,Yu Helong; Zhao Yuxin; Chen Guifen; Jiao Hongbin,(B/T) Computer Science; (HUM) Philosophy; (SOC) Education; ,2010 Second International Workshop on Education Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Colledge of Inf. Technol., Jilin Agric. Univ., Changchun, China Dept. of Environ. Eng., Jilin Archit. & Civil Eng. Inst., Changchun, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,05/06/2010,Retraction,; 10.1109/ETCS.2010.561
Chinese painting education under the contemporary situation,10.1109/ETCS.2010.322,,03/06/2010,Chongzheng Tan,(HUM) Arts - General; (SOC) Education; ,2010 Second International Workshop on Education Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,Yes,,"Acad. of Arts, Hubei Normal Univ., Huangshi, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher,05/06/2010,Retraction,; 10.1109/ETCS.2010.322
Discussion on the Design Education Divided between Sense and Artistry,10.1109/ETCS.2010.369,,03/06/2010,Yun Duan,(HUM) Arts - General; (SOC) Education; ,2010 Second International Workshop on Education Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Sch. of Art & Design, Wuhan Univ. of Technol., Wuhan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,05/06/2010,Retraction,; 10.1109/ETCS.2010.369
Effects of Net-Media on Art Design Education,10.1109/ETCS.2010.531,,03/06/2010,Chaoshun Wang,(B/T) Technology; (HUM) Arts - General; (SOC) Education; ,2010 Second International Workshop on Education Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Academy of Arts, Huangshi Institute of Technology, Huangshi, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,05/06/2010,Retraction,; 10.1109/ETCS.2010.531
On the Ability Development in the Course Graphic Originality,10.1109/ETCS.2010.532,,03/06/2010,Zhang Hongbo,(B/T) Technology; (HUM) Arts - General; (SOC) Education; ,2010 Second International Workshop on Education Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Hubei Normal University, Huangshi, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,05/06/2010,Retraction,; 10.1109/ETCS.2010.532
To Explore Case-Driven Teaching Mode for Mechanical CG Course,10.1109/ETCS.2010.314,,03/06/2010,Li Wei,(B/T) Computer Science; (HUM) Arts - General; (SOC) Education; ,2010 Second International Workshop on Education Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Ind. Center, Xi'an Technol. Univ., Xi'an, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,05/06/2010,Retraction,; 10.1109/ETCS.2010.314
Application Study on Heat Pump and Floor Radiant Heating in Geothermal Heating,,,03/28/2010,Wanyue Wang; Xian Zhang,(HUM) Architecture; (PHY) Energy; (PHY) Engineering - General; ,2010 Asia-Pacific Power and Energy Engineering Conference ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Dept. of Civil Eng., North Univ. of China, Taiyuan, China Dept.of Dynamics, Shanxi Univ., Taiyuan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,04/15/2010,Retraction,; 10.1109/APPEEC.2010.5448268
Research and Design of Urban Gridding Management System Based on Service GIS,,,01/30/2010,Huide Liu; Yanwei He; Junfu Li,(B/T) Business - Management; (HUM) Architecture; (PHY) Engineering - General; (PHY) Mathematics; (SOC) Education; ,2010 Intl Conf Innovative Computing & Comm and A/P Conf Information Tech & Ocean Engineering ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Resource, Hebei University of Engineering, Handan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,03/29/2010,Retraction,; 10.1109/CICC-ITOE.2010.19
Analysis of the game theory model on the inefficiency of the securities regulation,,,12/19/2009,Yingchen Wang; Xiaoxiao Geng,(B/T) Business - Economics; (HUM) Architecture; (PHY) Engineering - Electrical; ,2009 2nd International Conference on Power Electronics and Intelligent Transportation System (PEITS) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,Yes,,"School of KeXin, Hebei University of Engineering, HanDan, ChinaSchool of Architecture, Hebei University of Engineering, HanDan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author,02/05/2010,Retraction,; 10.1109/PEITS.2009.5406929
