RID,Retraction or Other Notices Title/Subject(s)/Journal --- Publisher/Affiliation(s)/Retraction Watch Post URL(s) 590 Item(s) Found,Reason(s),Author(s),Original Paper Date/PubMedID/DOI,Retraction or Other Notices Date/PubMedID/DOI,Article Type(s) Nature of Notice,Countries Paywalled? Notes
4784,"Effect of breast-feeding on the development of atopic dermatitis (HSC) Medicine - Dermatology; (HSC) Medicine - Immunology; (HSC) Medicine - Obstetrics/Gynecology;  Iranian Journal of Allergy, Asthma, and Immunology ---Tehran University of Medical Sciences Department of Dermatology, Vali Asr Hospital, Birjand University of Medical Sciences, Birjand, IranBreast-Feeding Education Center, Birjand University of Medical Science, Birjand, Iran",+Notice - Unable to Access via current resources,Reza Ghaderi Zahra Makhmalbaf,09/01/2005 17301435 unavailable,12/01/2007 18357658 unavailable,Research Article Retraction,Iran Unknown
2955,"Expressions of Axin and beta-catenin in non-small cell lung cancer. (BLS) Biology - Cancer; (HSC) Medicine - Oncology; (HSC) Medicine - Pathology;  Zhonghua Bing Li Xue Za Zhi ---Zhonghua Yi Xue Hui Department of Pathology, College of Basic Medical Science, China Medical University, Shenyang 110001, China",+Concerns/Issues About Data+Concerns/Issues About Results+Error in Data+Error in Results and/or Conclusions,Hong-tao Xu Lang Wang Dong Lin Yang Liu Nan Liu En-hua Wang,08/01/2005 16383300 unavailable,12/01/2007 18350680 unavailable,Research Article Retraction,China No
2772,"Intraoperative Touch Imprint Cytological Analysis of Sentinel Lymph Nodes for the Presence of Metastases in Breast Cancer (BLS) Biology - Cancer; (BLS) Biology - Cellular; (HSC) Medicine - Immunology; (HSC) Medicine - Oncology;  Onkologie ---Karger Department of Cytology, Regional Hospital of Chania, Greece Department of Histology-Embryology, Democritus University of Thrace, Alexandroupolis, Greece' Department of Pathology, Ippocration General Hospital of Salonica, Greece Department of Surgery, Democritus University of Thrace, Alexandroupolis,Greece Department of Obstetrics and Gynecology, Democritus University of Thrace, Greece Department of Obstetrics and Gynecology, Regional Hospital of Alexandroupolis, Greece Department of Experimental Surgery, Democritus University of Thrace, Alexandroupolis, Greece",+Error in Data+Notice - Limited or No Information,Demetrio Tamiolakis Nikolaos Papadopoulos J Ioannis Venizelos Maria Lambropoulou C Romanidis Georgios Petrakis Vassilios Limberis Georgios Galazios Gerasimos Koutsougeras C Simopoulos,09/01/2006 16974114 10.1159/000094409,12/01/2007 18063880 10.1159/0000112011,Research Article Retraction,Greece No
96,"Intrathecal Midazolam Combined with Low-dose Bupivacaine Improves Postoperative Recovery in Diabetic Mellitus Patients Undergoing Foot Debridement (BLS) Biochemistry; (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Surgery;  Acta Anaesthesiologica Taiwanica ---Elsevier Department of Anesthesiology, Chang Gung Memorial Hospital Kaohsiung Medical Center, Kaohsiung, Taiwan, ROC",Notice - No/Limited Information,Y W Wu J M Shiau C C Hong C P Hung H F Lu C C Tseng,09/01/2005 16235460,12/01/2007 18254204,Clinical Study Retraction,Taiwan No
10249,Management strategies in amyotophic lateral sclerosis (BLS) Neuroscience; (HSC) Medicine - Neurology; (HSC) Medicine - Pathology; (HSC) Medicine - Pharmacology; (PUB) Society/Association Journals;  Revista Romana de Neurologie (Romanian Journal of Neurology) ---AMALTEA Medical Publishing House Unavailable,+Euphemisms for Plagiarism+Plagiarism of Text,Radu Tanasescu Marina Ticmeanu Dimela Luca Inimioara Cojocaru A Frasineanu Alexandra Oprisan Adriana Hristea Amalia Ene Daniela Anghel Adriana Nicolau,12/01/2007,12/01/2007,Review Article Retraction,Romania No
4507,"Double cross-validation and improved sensitivity of the rapid screen of mild traumatic brain injury (HSC) Medicine - General; (HSC) Medicine - Neurology;  Journal of Clinical and Experimental Neuropsychology ---Taylor and Francis Cognitive Psychophysiology Laboratory, University of Queensland, Queensland, Australia  Department of Emergency Medicine, Royal Brisbane Hospital, Brisbane, Queensland, Australia  School of Psychology, University of Queensland,Brisbane, Australia",+Error in Data,Veronica Eileen De Monte Gina Malke Geffen Christopher Randall May Ken McFarland,08/01/2004 15370385 10.1080/13803390409609787,11/29/2007 18030635 10.1080/13803390701745678,Clinical Study Research Article Retraction,Australia No
1875,"gC1qR Expression in Chimpanzees with Resolved and Chronic Infection: Potential Role of HCV Core/gC1qR-mediated T Cell Suppression in the Outcome of HCV Infection (BLS) Genetics; (BLS) Microbiology; (HSC) Medicine - Immunology; (HSC) Medicine - Infectious Disease;  Virology ---Elsevier Department of Microbiology and Pathology, Beirne Carter Center for Immunology Research, University of Virginia, Charlottesville, VA 22908, USA Viral Immunology Laboratory, Division of Digestive Diseases, Department of Internal Medicine, University of Cincinnati Medical Center Cincinnati, OH 45267, USA Laboratory of Virology, Lindsley F. Kimball Research Institute, New York Blood Center, NY 10021, USA",+Error in Data+Error in Image+Unreliable Data+Unreliable Image,Zhi Qiang Yao Mohamed Tarek Shata Nancy Tricoche Mei Mei Shan Betsy Brotman Wolfram Pfahle Young S Hahn Alfred M Prince,03/15/2006 16368125 10.1016/j.virol.2005.11.020,11/25/2007 18041113,Research Article Retraction,United States No
17316,"Does the Oropharyngeal Fat Tissue Influence the Oropharyngeal Airway in Snorers? Dynamic CT Study (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Radiology ---Korean Society of Radiology Department of Radiology, School of Medicine, Ondokuz Mayis University, Turkey Department of Otorhinolaryngology and Head and Neck Surgery, School of Medicine, Turkey",+Duplication of Article,Tolga Aksoz Huseyin Akan Mehmet Celebi Banu Baglan Sakan,04/01/2004 15235234 10.3348/kjr.2004.5.2.102,11/12/2007 17554198 10.3348/kjr.2007.8.3.262,Research Article Retraction,Turkey No
16864,"The relationship between lipid profile and erectile dysfunction (HSC) Medicine - Cardiovascular; (HSC) Medicine - Obstetrics/Gynecology; (HSC) Medicine - Urology/Nephrology;  International Journal of Impotence Research ---Springer - Nature Publishing Group Department of Urology, Urology Research Center, Tehran University of Medical Sciences, Sina Hospital, Tehran, Iran",+Duplication of Article,Mohammadreza Nikoobakht Hamidreza Nasseh Maziar Pourkasmaee,06/16/2005 15988546 10.1038/sj.ijir.3901350,11/03/2007 17982441 10.1038/sj.ijir.3901620,Clinical Study Retraction,Iran No
6804,"Cardiac Troponin T: An Early Molecule Marker of Normalization of Left Ventricular Ejection Fraction in Patients with Peripartum Cardiomyopathy (HSC) Medicine - Cardiology; (HSC) Medicine - Obstetrics/Gynecology;  Cardiology ---Karger Department of Obstetrics and Gynecology, Renmin Hospital of Wuhan University Department of Cardiology, Renmin Hospital of Wuhan University Department of Cardiology, Wuhan Xiehe Hospital, Huazhong University of Science and Technology, Wuhan Department of Cardiology, Xiaogan General Hospital, Xiaogan, PR China",+Duplication of Article+Euphemisms for Duplication+Withdrawal,Yan-Bo Li Cheng-Lin Hu Jia-Ming Zhang Yong-Guang Zou Yan-Hong Tang Jiang-Bing Chen Qi-Zhu Tang Cong-Xin Huang,02/13/2007 17299263 10.1159/000099107,11/01/2007  10.1159/000099107,Research Article Retraction,China No
20844,"Illness action rediscovered: a case study of upper limb pain (HSC) Medicine - General;  Sociology of Health & Illness ---Wiley Department of Social Medicine, University of Bristol",+Duplication of Article,Michael Calnan David Wainwright Claire O'Neill Anna Winterbottom Chris Watkins,04/01/2007 17470215 10.1111/j.1467-9566.2007.00543.x,11/01/2007 17986024 10.1111/j.1467-9566.2007.01055.x,Case Report Retraction,United Kingdom No
3790,"Pathophysiological actions of protease activated receptors (PARs). (BLS) Biochemistry; (BLS) Biology - Molecular; (HSC) Medicine - Pharmacology;  Pharmazie ---Avoxa Department of Pharmacology, L. M. College of Pharmacy, Navrangpura, Ahmedabad, India",+Notice - Limited or No Information,NM Pandya SM Jain DD Santani,03/01/2007 17416190,11/01/2007 18065108,Research Article Retraction,India Unknown
1824,"Prevention of mouse lung tumors and modulation of DNA methylation by combined treatment with budesonide and R115777 (Zarnestra MT) (HSC) Medicine - Drug Design; (HSC) Medicine - Oncology;  Carcinogenesis ---Oxford University Press Medical University of Ohio, Toledo, OH 43614, USA  Ohio State University, College of Medicine and Public Health, Columbus, OH 43210, USA  National Cancer Institute, Bethesda, MD 20892, USA",+Duplication of Article+Error by Journal/Publisher,Fadel S Alyaqoub Lianhui Tao Paula M Kramer Vernon E Steele Ronald A Lubet William T Gunning Michael A Pereira,08/02/2006 16885199 10.1093/carcin/bgl136,11/01/2007 17984118 10.1093/carcin/bgm230,Research Article Retraction,United States No
4942,"The Effect of Dental Overbite on Eustachian Tube Dysfunction in Iranian Children (BLS) Biology - General; (HSC) Medicine - Otorhinolaryngology; (HSC) Medicine - Pediatrics;  International Journal of Pediatric Otorhinolaryngology ---Elsevier Department of Biostatistics, Shahid Beheshti Medical University, Tehran, Iran Shahid Beheshti University of Medical Sciences, Tehran, Iran Department of Orthodontics, Shahid Beheshti Medical University, Tehran, Iran Department of Otorhinolaryngology, Taleghani Hospital, Shahid Beheshti Medical University, Tehran, Iran",+Plagiarism of Text,Peyman Nejatbakhsh Azadani Elnaz Jafarimehr Abdorahman Shokatbakhsh Mohamad Amin Pourhoseingholi Aman Ghougeghi,02/01/2007 17141333 10.1016/j.ijporl.2006.10.023,11/01/2007 18041111,Clinical Study Retraction,Iran No
1011,"Visfatin: a protein secreted by visceral fat that mimics the effects of insulin (BLS) Biochemistry; (BLS) Biology - Molecular; (HSC) Medicine - Endocrinology; (PUB) Society/Association Journals;  Science ---American Association for the Advancement of Science (AAAS) Department of Medicine and Pathophysiology, Graduate School of Medicine, Osaka University, Suita, Osaka, Japan Department of Organismal Biosystems, Graduate School of Frontier Biosciences, Osaka University, Suita, Osaka, Japan Japan Society for the Promotion of Science, Ichibancho, Chiyoda-ku, Tokyo, Japan Genomic Science Laboratories, Sumitomo Pharmaceuticals Co. Ltd., Takarazuka, Hyogo, Japan Laboratory of Animal Molecular Technology, Research and Education Center for Genetic Information, Nara Institute of Science and Technology, Ikoma, Nara, Japan Department of Internal Medicine and Molecular Science, Graduate School of Medicine, Osaka University, Suita, Osaka, Japan Sumitomo Hospital, Kita-Ku, Osaka, Japan Japan Science and Technology Agency, Kawaguchi, Saitama, Japan http://retractionwatch.com/the-retraction-watch-leaderboard/top-10-most-highly-cited-retracted-papers/",+Concerns/Issues About Data+Concerns/Issues About Results+Investigation by Company/Institution+Objections by Author(s),Atsunori Fukuhara Morihiro Matsuda Masako Nishizawa Katsumori Segawa Masaki Tanaka Kae Kishimoto Yasushi Matsuki Mirei Murakami Tomoko Ichisaka Hiroko Murakami Eijiro Watanabe Toshiyuki Takagi Megumi Akiyoshi Tsuguteru Ohtsubo Shinji Kihara Shizuya Yamashita Makoto Makishima Tohru Funahashi Shinya Yamanaka Ryuji Hiramatsu Yuji Matsuzawa Iichiro Shimomura,01/21/2005 15604363 10.1126/science.1097243,10/26/2007 17962537 10.1126/science.318.5850.565b,Research Article Retraction,Japan No
3628,"radish encodes a phospholipase-A2 and defines a neural circuit involved in anesthesia-resistant memory (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Neurology;  Current Biology (CB) ---Elsevier National Tsing Hua University Institute of Biotechnology, Hsinchu 30043 TaiwanCold Spring Harbor Laboratory, 1 Bungtown Road, Cold Spring Harbor, New York 11724Watson School of Biological Sciences, Cold Spring Harbor Laboratory, 1 Bungtown Road, Cold Spring Harbor, New York 11724Division of Informatics, Institute for Adaptive and Neural Computation, University of Edinburgh, 5 Forrest Hill, Edinburgh EH1 2QL, United KingdomBrain Research Center, University System of Taiwan, Hsinchu 30043 Taiwan",+Error in Results and/or Conclusions+Results Not Reproducible+Unreliable Results,Ann-Shyn Chiang Allison Blum Jody Barditch Ying-Hsiu Chen Shu-Ling Chiu Michael Regulski J Douglas Armstrong Tim Tully Josh Dubnau,02/17/2004 14972677 10.1016/j.cub.2004.02.003,10/09/2007 17992736 10.1016/j.cub.2007.09.050,Research Article Retraction,Taiwan United Kingdom United States No
6655,"Medical Device and Supply Market: Market Success of Small Companies in Economic Recession (B/T) Business - General; (B/T) Government; (HSC) Public Health and Safety;  2007 International Conference on Wireless Communications, Networking and Mobile Computing (WiCOM) ---Institute of Electrical and Electronics Engineers (IEEE) South Ocean Coll. at Sia Door, Sia Door, MD",+Investigation by Journal/Publisher+Notice - Limited or No Information,Fred Gong Lu Jia Sheng Peibin Ke,09/21/2007  10.1109/WICOM.2007.1196,10/08/2007  10.1109/WICOM.2007.1196,Conference Abstract/Paper Review Article Retraction,United States No
2145,"Survival and function of transplanted islet cells on an in vivo, vascularized tissue engineering platform in the rat: A pilot study (BLS) Biology - Cellular; (HSC) Medicine - Cardiovascular;  Cell Transplantation ---SAGE Publications Bernard O’Brien Institute of Microsurgery and the Department of Surgery, University of Melbourne, St. Vincent’s Hospital, Melbourne, Australia Division of Plastic Surgery, University of Michigan, Ann Arbor, MI, USA Department of Plastic Surgery, St George’s Hospital Medical School, University of London, London, UK",+Contamination of Cell Lines/Tissues+Error in Cell Lines/Tissues,David L Brown Peter J Meagher Kenneth R Knight Effie Keramidaris Rosalind Romeo-Meeuw Anthony J Penington Wayne A Morrison,04/01/2006 16898225 10.3727/000000006783981909,10/07/2007 18360952 10.3727/000000007783472354,Research Article Retraction,Australia United Kingdom United States Yes
7764,"A case of nosocomial atypical mycobacterial infection (BLS) Microbiology; (HSC) Medicine - Dermatology; (HSC) Medicine - Pathology; (HSC) Medicine - Surgery; (PUB) Institutional Journals;  Medical Journal Armed Forces India ---Elsevier Graded Specialist (Surgery), Army Hospital (R&R), Delhi CanttSenior Advisor (Surgery)Senior Advisor (Pathology), Base Hospital Delhi CanttSenior Advisor (Microbiology), Command Hospital (WC), Chandimandir",+Duplication of Article,A Chauhan A K Gupta S Satyanarayan J Jena,04/01/2007,10/01/2007,Case Report Retraction,India No
2879,"A quantitative approach to benefit-risk assessment of medicines--part 2; the practical application of a new model (B/T) Business - Management; (HSC) Medicine - General; (PUB) Society/Association Journals; (SOC) Ethics/Bioethics; (SOC) Sociology;  Pharmacoepidemiology and Drug Safety ---Wiley Regulatory Affairs Europe, Merck Sharp & Dohme (Europe) Inc, 5 Lynx Binnenhof, Brussels, B-1200, Belgium  Centre for Socioeconomic Research, Welsh School of Pharmacy, Redwood Building, King Edward VII Avenue, Cardiff, CF10 3XF  CMR International, Novellus Court, 61 South Street, Epsom, Surrey, KT18 7PX",+Duplication of Article,Filip Mussen Sam Salek Stuart Walker,06/01/2007 17546574 10.1002/pds.1434,10/01/2007 17907250 10.1002/pds.1505,Research Article Retraction,Belgium United Kingdom Yes
3883,"Evaluation of substituted oxime ethers for growth regulatory activity against Spodoptera litura (Lepidoptera: Noctuidae) (BLS) Biochemistry; (BLS) Biology - General; (HSC) Medicine - Pharmacology; (PHY) Chemistry;  Journal of Economic Entomology ---Oxford University Press Division of Plant Protection, Faculty of Agriculture, Valie Asr University, Rafsanjan",+Duplication of Article,Hamzeh Izadi Balla Subrahmanyam Mohammad Amin Samih,04/01/2007 17461059 10.1093/jee/100.2.361,10/01/2007 17977112 10.1093/jee/100.5.iii,Research Article Retraction,Iran No
