cited_magid,cited_doi,cited_ref_hints(author),cited_retraction_year,cited_publication_year,citing_doi,citing_title,citing_author,citing_venue,venue_id,venue_type,venue_area,venue_category,citing_publisher,citing_publication_year,source,period,fulltext,retracted,notes
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2466/PMS.1990.71.1.199,Sport Activity and Personality as Elements in Preventing Cancer and Coronary Heart Disease,R. Grossarth-Maticek ;; H. J. Eysenck ;; G. Uhlenbruck ;; H. Rieder ;; H. Vetter ;; C. Freesemann ;; L. Rakic ;; G. Gallasch ;; D. T. Kanazir ;; H. Liesen,Perceptual and Motor Skills,issn: 1558688X; issn:  00315125,Journal article,Neuroscience;; Psychology,"Sensory Systems;;
Experimental and Cognitive Psychology",SAGE Publications,1990,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2753/RPO1061-0405480501,"Personality, intelligence, and somatic and mental health disturbances in a time of societal change : A study of Russian adults",Elena L. Grigorenko ;; Britt af Klinteberg,Journal of Russian and East European Psychology,issn: 15580415; issn:  10610405,Journal article,,,Routledge,2010,mag,0,,,VENUE-NOT-IN-SCIMAGO
1236563440;;1576791255;;2319228865,10.1111/j.1365-2702.2010.03368.x,Moon Fai Chan,2011,2011,10.1089/ACM.2015.0304,The Effects of Music Intervention on Sleep Quality in Community-Dwelling Elderly,WangQun ;; ChairSek Ying ;; WongEliza Mi Ling ;; LiXiaomei,Journal of Alternative and Complementary Medicine,issn: 15577708; issn:  10755535,Journal article,Medicine,Complementary and Alternative Medicine,"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",2016,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1080/15528030.2019.1670771,"The sacred relationship between marriage, spirituality and healthy aging in Hinduism",Kallol Kumar Bhattacharyya,"Journal of Religion, Spirituality & Aging",issn: 15528030; issn:  15528049,Journal article,"Arts and Humanities;;
Social Sciences",Religious Studies;; Life-span and Life-course Studies,Routledge,2020,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1080/15528030.2020.1827480,"Believers, Islamic Brotherhood and Mosque-Based Emotional and Informal Social Support System among Muslims in Pakistan",Zain Ul Abideen ;; Farrukh Abbas,"Journal of Religion, Spirituality & Aging",issn: 15528030; issn:  15528049,Journal article,"Arts and Humanities;;
Social Sciences",Religious Studies;; Life-span and Life-course Studies,Informa UK Limited,2020,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1177/1056492610371511,Voices From the Past: Mary Parker Follett and Joseph Smith on Collaborative Leadership,Mark E. Mendenhall ;; W. Jeffrey Marsh,Journal of Management Inquiry,issn: 15526542; issn:  10564926,Journal article,"Business, Management and Accounting","Business, Management and Accounting (miscellaneous); Management of Technology and Innovation; Strategy and Management
",SAGE Publications,2010,mag,0,,,
2120150106,10.1109/ICCSIT.2010.5564489,Chao Zhen;;Jieping Xu,2010,2010,10.1145/1998076.1998105,Towards a new reading experience via semantic fusion of text and music,Ling Zhuang ;; Zhenchao Ye ;; Jiangqin Wu ;; Feng Zhou ;; Jian Shao,ACM/IEEE Joint Conference on Digital Libraries,issn: 15525996,Journal article,Engineering,Engineering (miscellaneous),ACM,2011,mag,1,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1177/1069397117733450,Altruism and Collectivism: An Exploratory Study in Four Cultures:,Robert L. Munroe,Cross-Cultural Research,issn: 15523578; issn:  10693971,Journal article,"Arts and Humanities;;
Psychology;;
Social Sciences","Arts and Humanities (miscellaneous);;
Psychology (miscellaneous);; Anthropology
","SAGE PublicationsSage CA: Los Angeles, CA",2018,mag,0,,,
2886242761,10.3389/fpsyg.2018.01333,Jolie B Wormwood;;Madeleine Devlin;;Yu Ru Lin;;Lisa Feldman Barrett;;Karen S Quigley,2020,2018,10.1177/1532673X20972105,The Subconscious Effect of Subtle Media Bias on Perceptions of Terrorism,Lukas Feick ;; Karsten Donnay ;; Katherine T. McCabe,American Politics Research,issn: 15523373; issn:  1532673X,Journal article,Social Sciences,Sociology and Political Science,SAGE Publications,2020,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1353/JDA.2015.0121,Towards an understanding of the effect of leadership on employee wellbeing and organizational outcomes in Australian universities,Ataus Samad,Journal of Developing Areas,"issn: 15482278, 0022037X",Journal article,Social Sciences,"Geography, Planning and Development",Tennessee State University College of Business,2015,mag,1,,,
2072889134,10.1016/j.sysarc.2010.08.005,Xu Hongzhen;;Zeng Guosun,2012,2010,10.1109/TLA.2015.7040650,A Reference Model as Automated Process for Software Adaptation at Runtime,Frank Jose Affonso ;; Maria Cecilia Vecchiato Saenz Carneiro ;; Evandro Luis Linhari Rodrigues ;; Elisa Yumi Nakagawa,IEEE Latin America Transactions,issn: 15480992,Journal article,"Computer Science;; Engineering
","Computer Science (miscellaneous);; Electrical and Electronic Engineering
",IEEE,2015,mag,1,,,
1236563440;;1576791255;;2319228865,10.1111/j.1365-2702.2010.03368.x,Moon Fai Chan,2011,2011,10.1111/JNU.12082,Scientific Misconduct: Also an Issue in Nursing Science?,Katharina Fierz ;; Susan Gennaro ;; Kris Dierickx ;; Theo Van Achterberg ;; Karen H. Morin ;; Sabina De Geest,Journal of Nursing Scholarship,issn: 15475069; issn:  15276546,Journal article,"Nursing

",Nursing (miscellaneous),"John Wiley & Sons, Ltd",2014,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1111/JONM.12398,Workplace spirituality in health care: an integrated review of the literature.,Heidi Pirkola ;; PhDs Piia Rantakokko MSc ;; Marjo Suhonen,Journal of Nursing Management,issn: 15475069; issn:  15276546,Journal article,"Nursing

",Nursing (miscellaneous),J Nurs Manag,2016,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1111/JONM.12810,Relationship between burnout and intention to leave amongst clinical nurses: the role of spiritual climate,Yu Zhang ;; Xiaxin Wu ;; Xiaojuan Wan ;; Mark Hayter ;; Jinfeng Wu ;; Shuang Li ;; Yi Hu ;; Yuan Yuan ;; Yongbin Liu ;; Chaoyu Cao ;; Weijuan Gong,Journal of Nursing Management,issn: 15475069; issn:  15276546,Journal article,"Nursing

",Nursing (miscellaneous),Wiley,2019,mag,1,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1016/J.THORSURG.2004.09.004,Pathophysiology and management of one-lung ventilation.,Katherine P. Grichnik ;; Jeffrey A. Clark,Thoracic Surgery Clinics,issn: 15474127; issn:  15585069,Journal article,Medicine,"Pulmonary and Respiratory Medicine; Surgery
",Elsevier,2005,mag,0,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1080/00344087.2018.1529468,Cultivating Care: Developmentally Reframing the Religious Nurture of Young Children.,Karen-Marie Yust,Religious Education,issn: 15473201; issn:  00344087,Journal article,"Arts and Humanities;;
Social Sciences
",Religious Studies;; Education,"Routledge. Available from: Taylor & Francis, Ltd. 530 Walnut Street Suite 850, Philadelphia, PA 19106. Tel: 800-354-1420; Tel: 215-625-8900; Fax: 215-207-0050; Web site: http://www.tandf.co.uk/journals",2018,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1176/APPI.PSY.45.2.100,"Psychosocial Stress, Personality, and the Severity of Chronic Hepatitis C",Jun Nagano ;; Shoji Nagase ;; Nobuyuki Sudo ;; Chiharu Kubo,Psychosomatics,issn: 15457206; issn:  00333182,Journal article,Arts and Humanities;; Medicine;; Psychology,Arts and Humanities (miscellaneous);; Psychiatry and Mental Health;; Applied Psychology,Elsevier,2004,mag,0,,,
2042822756,10.1080/17430437.2014.919258,Amitava Chatterjee,2019,2014,10.1123/ssj.2017-0088,"“You Have To Play Like A Man, But Still Be A Woman”: Young Female Colombians Negotiating Gender Through Participation In A Sport For Development And Peace (Sdp) Organization","Oxford, Sarah; Mclachlan, Fiona",Sociology of Sport Journal,issn: 15432785; issn:  07411235,Journal article,"Health Professions;; Medicine;; Social Sciences
","Health Professions; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science;; Orthopedics and Sports Medicine;; Sociology and Political Science
",,2018,coci,0,DOI,,
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.1177/0030222820928148,"Examining Belief in a Just World, Religious Worldviews, and Self-Esteem Within the Framework of Terror Management Theory: Mortality Salient and Nonmortality Salient Organizations:",Meryem B Bulut,Omega-journal of Death and Dying,issn: 15413764; issn:  00302228,Journal article,Medicine;; Social Sciences,"Critical Care and Intensive Care Medicine;; Health (social science);
Life-span and Life-course Studies
","SAGE PublicationsSage CA: Los Angeles, CA",2020,mag,1,,,
2156554682,10.1353/cdr.2011.0017,Robert James Cardullo,2011,2011,10.1353/SHAW.2002.0003,A Continuing Checklist of Shaviana,John R. Pfeiffer,SHAW: The Journal of Bernard Shaw Studies,issn: 15391480; issn:  07415842,Journal article,Arts and Humanities,Literature and Literary Theory,Penn State University Press,2010,mag,0,,,
2097384229,10.1080/014198700329114,Mart Bax,2014,2010,10.1017/S1537592703000355,The Ontology of “Political Violence”: Action and Identity in Civil Wars,Stathis N. Kalyvas,Perspectives on Politics,issn: 15375927,Journal article,Social Sciences,Political Science and International Relations,Cambridge University Press,2003,mag,0,,,
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.1093/SF/90.1.65,What Do Children Know About Their Futures: Do Children's Expectations Predict Outcomes in Middle Age?,Björn Halleröd,Social Forces,"issn: 15347605; issn:  00377732
",Journal article,"Arts and Humanities;;
Social Sciences
","History;;
Anthropology;
Sociology and Political Science
",Oxford University Press,2011,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,,Volume Replacement in Critically Ill Patients with Acute Renal Failure,Maximilian J. R. Ragaller ;; Hermann Theilen ;; Thea Koch,Journal of The American Society of Nephrology,issn: 15333450; issn:  10466673,Journal article,Medicine,Medicine (miscellaneous); 	Nephrology,American Society of Nephrology,2001,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_7,"Personality, Stress, and Cancer: A Re-Examination",Janice K. Kiecolt-Glaser ;; MaryAnn Chee,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_21,Reply to Criticisms of the Grossarth-Maticek Studies,Hans J. Eysenck,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_2,Tales From Crvenka and Heidelberg: What About the Empirical Basis?,Manfred Amelang,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_8,Personality and Disease: A Call for Replication,P.N. Lee,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_4,"Personality, Stress, Disease, and Bias in Epidemiologic Research",Leonard R. Derogatis,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_18,"Personality, Stress, and Disease: An Opportunity to Use Good Science",Georgia Wills,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_9,"Personality as a Host Risk Factor: Enthusiasm, Evidence, and Their Interaction",Sandra M. Levy,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_1,"Personality, stress, and disease: An interactionist perspective.",Hans J. Eysenck,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1207/S15327965PLI0203_14,Prediction of Cancer From Psychological Measures,Richard M. Suinn,Psychological Inquiry,issn: 15327965; issn:  1047840X,Journal article,Psychology,Psychology (miscellaneous),"Lawrence Erlbaum Associates, Inc.",1991,mag,0,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1080/10508422.2017.1318069,Ethical Leadership: An Integrative Review and Future Research Agenda,Changsuk Ko ;; Jianhong Ma ;; Roman Bartnik ;; Mark H. Haney ;; Mingu Kang,Ethics & Behavior,issn: 15327019; issn:  10508422,Journal article,Psychology,Psychology (miscellaneous); Social Psychology,Routledge,2018,mag,1,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1054/CLNU.2001.0440,The treatment of hypoalbuminaemia.,S.P. Allison ;; D.N. Lobo ;; Z. Stanga,Clinical Nutrition,issn: 15321983; issn:  02615614,Journal article,Medicine;; Nursing,"Critical Care and Intensive Care Medicine;; Nutrition and Dietetics
",Elsevier,2001,mag,0,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1097/00075198-200208000-00005,Use of albumin in the intensive care unit.,Marc-Jacques Dubois ;; Jean Louis Vincent,Current Opinion in Critical Care,issn: 15317072; issn:  10705295,Journal article,Medicine,Critical Care and Intensive Care Medicine,Curr Opin Crit Care,2002,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1097/00075198-200212000-00009,Techniques for assessing and achieving fluid balance in acute renal failure.,Ravindra L Mehta ;; William C Clark ;; Miet Schetz,Current Opinion in Critical Care,issn: 15317072; issn:  10705295,Journal article,Medicine,Critical Care and Intensive Care Medicine,Curr Opin Crit Care,2002,mag,0,,,
1968756341,10.1111/j.1468-2478.2005.00373.x,Euclid A Rose,2006,2005,10.1162/ISEC.2005.30.3.47,Who 'Won' Libya? The Force-Diplomacy Debate and Its Implications for Theory and Policy,Bruce W. Jentleson ;; Christopher A. Whytock,International Security,issn: 15314804; issn:  01622889,Journal article,Social Sciences,Law; Political Science and International Relations; Sociology and Political Science,"MIT Press  238 Main St., Suite 500, Cambridge, MA 02142-1046 USA journals-info@mit.edu",2005,mag,0,,,
2121461932,10.3171/2010.9.FOCUS10200,Samuel Romero-Vargas;;Jose Luis Ruiz-Sandoval;;Arturo Sotomayor-Gonzalez;;Rogelio Revuelta-Gutierrez;;Miguel Angel Celis-Lopez;;Juan Luis Gomez-Amador;;Ulises Garcia-Gonzalez;;Raul Lopez-Serna;;Victor Garcia-Navarro;;Diego Mendez-Rosito;;Victor Correa-Correa;;Sergio Gomez-Llata,2018,2010,10.1373/CLINCHEM.2011.180828,Serum S100B Determination in the Management of Pediatric Mild Traumatic Brain Injury,Damien Bouvier ;; Mathilde Fournier ;; Jean-Benoît Dauphin ;; Flore Amat ;; Sylvie Ughetto ;; André Labbé ;; Vincent Sapin,Clinical Chemistry,issn: 15308561; issn:  00099147,Journal article,"Biochemistry, Genetics and Molecular Biology;; Medicine",Clinical Biochemistry;; Biochemistry (medical),American Association for Clinical Chemistry,2012,mag,0,,,
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.1080/15298868.2020.1737569,Go with the flow against uncertainty about self under existential threat,Gao Yang ;; Lu Kexin ;; Li Hong,Self and Identity,issn: 15298868,Journal article,Psychology,Psychology (miscellaneous),Routledge,2020,mag,1,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1097/ALN.0B013E3181A7EC82,Hydroxyethyl starches: different products--different effects.,Martin Westphal ;; Michael F. M. James ;; Sibylle Kozek-Langenecker ;; Reto Stocker ;; Bertrand Guidet ;; Hugo Van Aken,Anesthesiology,issn: 15281175; issn:  00033022,Journal article,Medicine,Anesthesiology and Pain Medicine,The American Society of Anesthesiologists,2009,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1097/00000539-200209000-00007,"The Pharmacokinetics And Tolerability Of An Intravenous Infusion Of The New Hydroxyethyl Starch 130/0.4 (6%, 500 Ml) In Mild-To-Severe Renal Impairment","Jungheinrich, Cornelius; Scharpf, Roland; Wargenau, Manfred; Bepperling, Frank; Baron, Jean-Fran??Ois",Anesthesia & Analgesia,issn: 15267598; issn:  00032999,Journal article,Medicine,Anesthesiology and Pain Medicine,,2002,coci,0,DOI,,
